date,price,volume,demand_bid,supply_bid
2025-11-25,"[2254.7677060889214, 2210.750220788682, 2210.3595279960477, 2188.6836531471813, 2298.870528418673, 2948.841807392211, 3913.652971659327, 5101.342251396494, 3611.91446542133, 3055.227691454404, 2217.459162034348, 2162.851387403376, 1964.781963810589, 1820.9234537884497, 2007.984285922494, 2814.5835141919056, 4349.839189479234, 10000.0, 10000.0, 5818.875832610578, 3693.868336867021, 3053.0774335425035, 2777.479160193306, 2642.3928149761923]","[26027.6, 27013.16, 28822.64, 30836.48, 28757.5, 29276.49, 40983.5, 47100.1, 40170.14, 42126.61, 37364.3, 38202.3, 36043.14, 34511.61, 38423.0, 43568.85, 48361.5, 26330.37, 26940.89, 31661.26, 29251.78, 27121.47, 23860.61, 22262.0]","[8862.175, 9055.125, 9272.35, 9577.725, 9788.45, 11453.3, 16153.65, 19634.875, 18150.225, 18933.95, 16708.449999999997, 15848.175, 14402.1, 13141.75, 15585.925, 17186.55, 20605.775, 21994.0, 23851.925, 15078.025, 12962.725, 11136.4, 10362.675, 9883.85]","[26168.9, 29537.175, 31434.325, 33031.975000000006, 30946.725, 21509.6, 16351.15, 14090.625, 17244.7, 21253.575, 27146.725, 33641.725, 36014.75, 38976.375, 36573.1, 27126.725, 19003.95, 7644.95, 7796.125, 10338.85, 14358.925, 18565.3, 21382.8, 23331.65]"
2025-11-26,"[2329.8501405935945, 2203.230436799948, 2091.348664272197, 1963.893549490555, 2244.4794387311795, 2949.9022760168914, 4054.37081861901, 5145.336932453299, 3761.649532964443, 3190.8021092537133, 2501.4963541361262, 2220.739043999546, 2020.4992946617888, 1880.4322628917275, 2069.309306984642, 2884.0615014333525, 4443.368519858251, 10000.0, 9999.999999999998, 5861.6400153221775, 3599.5823143543707, 2947.007838703468, 2618.932646812055, 2513.704659494991]","[29403.9, 29946.89, 30013.6, 30031.69, 30844.4, 31867.47, 44621.49, 53182.76, 44342.02, 47150.8, 39223.9, 41402.7, 39284.7, 38418.630000000005, 40705.88, 46087.76, 50579.48, 24100.47, 22670.19, 29173.4, 27386.99, 26857.49, 24397.69, 23512.870000000003]","[10389.325, 10162.35, 9532.825, 9423.675, 10226.675, 12212.25, 17571.85, 21823.525, 19176.05, 19176.05, 16571.925, 16619.025, 15128.625, 13528.5, 15514.325, 19028.75, 22616.675, 21476.225, 24178.9, 14787.85, 12835.6, 11028.825, 9992.875, 9524.025]","[27108.725, 30626.35, 32309.25, 33394.775, 31372.5, 23003.725, 17423.875, 15045.725, 18325.075, 23077.4, 27299.825, 33009.475, 35568.475, 38024.575, 35999.375, 27351.6, 18845.375, 6833.625, 6476.05, 9913.6, 14779.175, 19851.575, 22856.325, 24335.325]"
2025-11-27,"[2178.5815977987127, 2147.4553027344527, 2050.0682543307853, 2202.296778383745, 2301.146695401037, 2845.522342226998, 4039.728312031514, 5557.119512206483, 3924.337293870233, 3298.6398922311228, 2691.2120111005584, 2320.786664442301, 2105.89373999722, 1914.0161751866533, 2163.098047046422, 2981.4741044943485, 5231.562391676363, 9999.999999999998, 10000.0, 5915.590677926388, 3510.2168283613173, 3167.135939971384, 2962.1442847189023, 2709.906460133652]","[23478.99, 25094.6, 27023.39, 31024.8, 29604.5, 28664.6, 40489.5, 49371.3, 45097.32, 51480.54, 40084.47, 38363.0, 37989.44, 35694.5, 38875.22, 45837.12, 47841.59, 23088.05, 22900.1, 29234.59, 25571.45, 25027.73, 21814.99, 21889.64]","[8094.025, 8289.0, 8728.925, 9979.275, 9535.525, 10216.7, 15598.8, 19893.9, 19039.25, 19764.425, 17919.45, 16631.15, 15479.175, 14188.875, 16495.25, 19127.825, 21735.6, 22839.325, 26744.550000000003, 14186.65, 12031.375, 10309.925, 9567.075, 9067.65]","[27079.575, 29293.725, 31045.375, 32351.95, 29929.45, 21543.475, 15677.075, 13785.15, 16868.6, 23126.625, 27316.775, 32337.0, 35462.1, 37798.35, 32571.725, 26671.275, 17359.45, 6580.525, 6533.525, 9378.05, 13998.5, 17525.525, 20611.225, 23047.175]"
2025-11-28,"[2210.789774108894, 2244.6988236450625, 2210.319565786866, 2200.2213209926967, 2183.3762407760664, 2828.396992593235, 3980.9001245810487, 5426.237262101259, 4014.6814581111767, 3539.4576003194984, 3206.851882015606, 2499.947189431894, 2199.745270014907, 2041.7543060826824, 2423.800682164272, 3096.635183757293, 5463.415631065177, 10000.0, 10000.0, 5397.886327573215, 3568.7543415577047, 3048.571097404535, 2791.6247154904654, 2615.9442321911383]","[27005.49, 29246.19, 29920.79, 30603.5, 29461.4, 25590.12, 35535.1, 46668.49, 43953.37, 48901.51, 40908.8, 34810.4, 36889.630000000005, 35369.92, 37825.2, 46030.01, 48823.8, 23179.18, 25112.48, 29936.88, 26560.49, 21881.63, 19259.46, 18123.0]","[9289.85, 10300.0, 10029.425, 10172.75, 9883.925, 10362.175, 15630.05, 20238.775, 18671.2, 19379.675, 17285.375, 14773.5, 13559.0, 13064.025, 16696.25, 20476.6, 22251.175, 22409.225, 24025.275, 13906.25, 12059.625, 10198.825, 9720.3, 8857.125]","[27719.375, 30530.375, 32044.825, 32418.65, 30113.775, 21442.0, 14847.525, 13156.125, 16806.0, 21480.275, 24992.375, 29875.325, 34164.375, 35715.925, 30581.0, 25966.925, 16561.15, 6603.3, 7086.625, 9800.275, 14849.55, 18257.4, 21270.85, 24043.475]"
2025-11-29,"[2082.488814594108, 2210.247713707171, 2176.403868070452, 2185.0323071150256, 2211.261864950124, 2676.345561117557, 4018.6399283349806, 5339.288716375749, 4395.962332761682, 3762.666712846831, 3353.121601356267, 2666.0547662196377, 2295.5328460660285, 2122.567919032521, 2584.883549116412, 3219.1321120804228, 5445.050080686928, 10000.0, 10000.0, 4124.619986139889, 3439.257842246103, 3013.6718315013086, 2662.1538921884803, 2422.1975467006]","[24634.6, 28149.5, 29415.7, 29848.1, 29322.5, 26289.5, 37549.7, 46800.3, 48065.39, 54906.69, 49341.3, 39230.84, 40818.8, 39721.380000000005, 43346.0, 53312.79, 55628.59, 30119.66, 29952.15, 32229.18, 28326.4, 23794.25, 21243.370000000003, 20290.96]","[8003.175, 9124.65, 9133.125, 9485.2, 9724.85, 10047.275, 15380.3, 20055.85, 20298.95, 20659.5, 17539.125, 15257.45, 14121.525, 12882.45, 15812.425, 19596.725, 21097.475, 21437.725, 22610.85, 12457.325, 10650.0, 9465.0, 9047.875, 8210.5]","[27479.775, 30282.7, 31667.95, 31850.175, 29977.325, 21488.8, 15138.975, 13244.975, 15835.075, 20845.95, 24797.15, 30868.35, 35164.75, 37052.675, 32558.6, 26641.275, 17338.525, 8338.425, 8296.55, 11938.6, 15500.45, 18694.8, 21967.6, 24371.8]"
2025-11-30,"[2106.3781200825792, 2070.749697419726, 2050.656801976898, 2044.9973502556904, 2035.737591572149, 2489.10036901589, 3249.821039632757, 3828.148720210025, 3530.566967716243, 3223.3731854109124, 2603.5354462991804, 1869.7669205481104, 1513.260085164835, 1434.5304942379485, 1826.6128808296276, 2429.11457946308, 3235.3515093628, 3948.568976634682, 4001.408955370172, 2922.817896938466, 2697.635170383084, 2352.95220241463, 2269.1724892930183, 1949.568690404104]","[29741.2, 31109.1, 31087.08, 31268.3, 31277.25, 27221.05, 38215.61, 43110.98, 43341.92, 46441.01, 40919.86, 33475.73, 31304.0, 30805.0, 35553.3, 43145.32, 48520.74, 42113.7, 39401.9, 28041.5, 23025.76, 20856.2, 21808.2, 20511.06]","[9862.875, 10000.8, 9964.325, 10067.4, 10171.125, 10447.875, 14407.65, 18270.175, 19172.575, 19567.875, 16730.55, 14530.575, 12422.2, 11654.675, 14480.925, 16690.875, 17451.075, 16689.125, 15179.65, 10684.325, 10100.275, 8610.025, 8724.275, 7809.05]","[29377.6, 32228.9, 33563.149999999994, 33439.425, 31685.85, 23942.825, 20376.15, 18583.425, 20111.95, 25883.275, 30901.575, 36581.625, 40672.05, 42615.175, 38348.075, 33056.75, 25310.55, 17452.875, 16639.425, 19399.35, 21728.4, 24993.55, 28545.275, 31127.85]"
2025-12-01,"[2196.51822913153, 2200.410346583597, 2148.9970329490807, 2127.596967063565, 2176.241207036948, 2802.980926889604, 3910.789358298362, 5717.520436719373, 4484.425939989338, 3877.643390637192, 3521.0224745522864, 3046.07523482447, 2632.118977895777, 2305.8592049441027, 2730.879702683915, 3305.86121047163, 5601.531024617494, 10000.0, 10000.0, 4838.145284802166, 3899.062408845653, 3385.999996796661, 2984.335815369824, 2655.551039763851]","[25495.4, 28827.1, 29381.7, 29377.8, 27631.3, 24577.9, 35123.8, 43896.61, 39016.4, 42295.0, 40859.27, 34606.700000000004, 32392.0, 32353.7, 33950.4, 42251.3, 45062.67, 25179.77, 24593.65, 33391.6, 27238.69, 21852.2, 21467.13, 23747.7]","[9150.325, 10033.425, 10122.075, 9554.875, 9259.2, 10499.975, 15105.875, 19199.3, 18937.55, 20898.75, 18089.5, 16919.35, 15987.3, 14060.55, 16294.2, 19306.15, 21323.05, 21245.775, 22541.525, 14303.225, 12191.5, 10286.175, 10875.1, 10303.4]","[27686.25, 30493.075, 31530.425, 31565.425, 29448.5, 21523.025, 15751.325, 12793.85, 13813.6, 18342.625, 22583.4, 26202.575, 30754.875, 32491.375, 28538.3, 23352.725, 15700.825, 7103.85, 6957.325, 11206.975, 14249.25, 17676.6, 21517.8, 24619.875]"
2025-12-02,"[2500.5152547984703, 2384.59866518657, 2227.330184453656, 2231.020405568637, 2439.271732344242, 3161.561930770916, 4258.9866154792335, 7229.58520651053, 4641.580462472758, 3802.2168234436217, 3230.9452182273576, 2750.5792106589306, 2659.7967540156897, 2260.3888623771827, 2719.96555261444, 3292.362056596717, 5238.605953976833, 10000.0, 10000.0, 6163.74578190613, 3923.158624370366, 3171.7755822030545, 3016.9601766010283, 2646.1726726408824]","[24554.7, 28241.4, 30782.800000000003, 31045.3, 29279.4, 26969.59, 33267.28, 36562.3, 39937.92, 44842.9, 43319.5, 34627.49, 37478.0, 37199.5, 40536.4, 49891.94, 42445.58, 23851.9, 22616.39, 32370.19, 26954.13, 20747.83, 22593.3, 24371.4]","[12511.125, 12969.725, 12775.175, 12929.6, 13597.8, 13867.9, 17919.95, 22056.225, 22018.925, 22500.875, 20217.95, 18941.35, 18104.8, 16966.075, 19743.275, 23278.2, 22654.6, 24358.55, 27235.875, 17982.775, 15054.625, 12006.625, 13143.95, 12071.3]","[25152.6, 28028.75, 29148.9, 29421.575, 27864.0, 19251.300000000003, 13449.1, 10815.95, 13323.35, 19687.4, 25173.525, 28350.825, 32548.875, 34585.675, 31036.85, 25313.175, 16070.775, 6956.675, 6647.8, 10727.375, 14021.725, 17342.6, 20939.55, 23812.725]"
2025-12-03,"[2843.7623810322625, 2673.271581821968, 2510.349386891049, 2500.4813906287604, 2673.2877631491883, 3218.0434838108663, 4795.708984512911, 8751.5728905682, 4978.723201810499, 3621.5348212101576, 3170.96004204482, 3030.878466475832, 2717.1469475880376, 2263.358331729732, 2779.6945783466786, 3298.9543088779124, 4366.202796604917, 10000.0, 10000.000000000002, 6006.468383122209, 4178.876302579441, 3590.8496569592858, 3204.049502800444, 2798.971223366641]","[28435.02, 31070.69, 33728.1, 34362.37, 32190.39, 29949.1, 35971.9, 38375.5, 39715.03, 45212.3, 42026.58, 39521.19, 36987.93, 37519.7, 40298.39, 49820.72, 44691.69, 28346.26, 25322.3, 32919.0, 32229.09, 25002.28, 25870.9, 23997.63]","[14329.125, 14746.425, 14142.925, 13988.675, 14728.825, 14089.725, 17787.825, 21547.075, 21019.975, 20713.7, 17808.2, 18411.975, 16101.425, 14439.3, 17420.75, 20551.45, 20804.7, 22099.7, 25549.525, 14943.775, 13828.625, 11966.1, 12491.925, 11577.225]","[25741.675000000003, 28552.05, 30501.6, 30744.225, 29469.65, 20092.725, 12880.275, 10699.675, 13213.925, 19638.775, 25656.475, 29520.825, 32918.0, 35238.025, 30528.975, 25240.55, 16681.725, 8080.275, 7324.275, 10790.325, 14541.375, 18648.5, 23274.725, 26369.175]"
2025-12-04,"[2853.901485089545, 2780.156707034116, 2661.2044992394176, 2610.628432165717, 2747.104604530663, 3240.160545595115, 5060.593840234158, 10000.0, 5301.537178819852, 3770.189181051987, 3220.8615679583336, 3161.426615931967, 2950.7615939198404, 2621.476287398058, 2872.922670915309, 3448.080584605093, 5507.250663656453, 9999.999999999998, 10000.0, 7509.644151683638, 4229.4590081603, 3762.413995682377, 3429.1131012740325, 3039.1889628963204]","[27300.98, 30255.4, 32277.9, 32077.88, 30508.56, 27938.3, 33720.6, 34324.7, 36156.5, 40139.3, 40205.15, 38290.69, 35226.05, 34259.8, 37178.94, 46788.85, 39687.1, 19485.78, 18030.65, 24010.5, 24913.3, 23392.5, 26287.39, 25787.2]","[12623.825, 13026.325, 12866.475, 12638.375, 12915.2, 12781.275, 16834.25, 20683.125, 20185.45, 20944.9, 19001.175, 19063.45, 17341.325, 16469.7, 18072.575, 21451.375, 21569.375, 22611.5, 26827.65, 14522.85, 11845.35, 11228.55, 12158.35, 11679.9]","[26718.075, 29141.05, 30516.525, 30166.3, 28381.325, 19323.1, 12319.95, 9791.175, 12294.4, 16855.175000000003, 22958.325, 26663.725, 30517.4, 33031.675, 28772.9, 22794.425, 13167.675, 5864.85, 5501.075, 7435.8, 11150.175, 16425.35, 20274.775, 25384.5]"
2025-12-05,"[2818.052598099875, 2733.1168211969366, 2651.784197332319, 2680.5217779292807, 2772.052123452148, 3113.555466687139, 4723.898652081509, 10000.0, 5720.158867717596, 3667.156714950778, 3262.6070827714416, 3160.5228640377586, 2943.3608129252257, 2577.1357791683663, 2931.4496884432237, 3414.999099789968, 4404.403051862761, 10000.0, 10000.0, 7332.7813389002, 4246.594160759008, 3760.4173079020375, 3232.7628128045912, 2838.9033794289835]","[28647.59, 31191.3, 32582.6, 32562.6, 31861.09, 27289.16, 31854.3, 31744.19, 35678.28999999999, 38043.57, 36039.0, 38653.82, 36774.6, 34565.7, 40111.79, 51268.48, 45223.2, 22262.97, 19092.0, 24614.68, 27351.5, 25123.9, 25444.0, 25083.35]","[12838.95, 13126.25, 13079.075, 13212.65, 13420.725, 12620.075, 16553.25, 21334.525, 20628.05, 19060.3, 17845.025, 19350.9, 17429.2, 15152.825, 18729.875, 21063.5, 21031.05, 23115.25, 26927.725, 14768.85, 13452.5, 12625.5, 12663.3, 12013.9]","[27309.925, 29537.525, 30290.1, 30030.05, 28275.25, 18079.05, 11857.3, 9131.15, 11828.4, 15793.15, 21166.775, 25791.175, 30844.3, 33162.45, 28945.55, 23780.875, 15855.6, 6744.25, 5951.5, 7994.45, 12087.175, 17263.725, 21457.925, 25739.025]"
2025-12-06,"[2767.750276889113, 2667.1444209221363, 2404.990418468017, 2422.24258817342, 2623.487208709871, 2904.031063745696, 4116.84160606668, 7241.86422630984, 4554.555414086329, 3263.06760018666, 3159.1960716905983, 3127.9712210071043, 2997.950892624356, 2170.97211363422, 2934.121620726069, 3431.603092936908, 4547.341275955072, 10000.0, 10000.000000000002, 6513.951457994654, 3943.784559670746, 3590.5903951012724, 3042.970806008087, 2749.6889591905992]","[26725.5, 29442.5, 31249.7, 31562.8, 31127.9, 25883.63, 30084.99, 35206.6, 33409.7, 35508.47, 41026.3, 39888.22, 38025.29, 36353.31, 37111.33, 42472.9, 41711.5, 24166.2, 21010.2, 24992.89, 23276.9, 21230.0, 22110.2, 23043.22]","[11987.85, 11978.5, 11601.225, 11622.075, 12310.25, 11898.125, 15365.55, 20010.25, 18598.7, 17066.75, 16329.825, 15654.4, 13988.875, 12695.3, 15561.7, 17177.275, 18310.1, 19128.425, 23654.725, 13279.0, 11102.45, 10841.85, 11036.8, 10866.775]","[25286.15, 27607.6, 29143.275, 29403.95, 28402.925, 20616.55, 13771.275, 11378.625, 12737.1, 18277.025, 23436.95, 25990.8, 28939.025, 32221.1, 26844.35, 22450.975, 15414.65, 7404.85, 6615.85, 8923.125, 12496.275, 15223.225, 19374.3, 22373.775]"
2025-12-07,"[2304.860418510136, 2274.477867184207, 2185.8046391170665, 2207.4002693788907, 2463.909140757127, 2559.0810462963677, 3353.0507974139414, 4169.804001960518, 3609.40430656754, 2254.114675686292, 1972.777680471587, 1816.1136595100088, 1802.316960206341, 1499.9427826575763, 1712.1675689407923, 1932.924984606732, 2474.414617281934, 3893.913918738493, 4759.944221868585, 3117.252563425169, 2820.1419594073304, 2572.5658933148056, 2277.463941081935, 2019.8154158974596]","[25348.49, 26404.39, 28523.1, 29653.4, 29564.4, 26252.6, 29079.0, 33154.5, 31161.29, 37422.1, 37378.46, 32347.5, 31718.37, 30420.2, 31805.19, 33284.03, 30610.0, 25143.27, 26838.59, 19077.6, 21516.2, 21733.1, 21093.7, 19782.28]","[9937.175, 9981.575, 9765.725, 10003.4, 10895.8, 10138.7, 12178.275, 15742.8, 14068.675, 12680.675, 11516.025, 10105.825, 9892.8, 10073.775, 10414.3, 9967.425, 10545.925, 11855.7, 12800.7, 8174.45, 8242.8, 8319.775, 7957.125, 6989.4]","[27974.825, 30381.95, 31602.75, 31503.425, 29231.575, 22780.7, 17944.699999999997, 16353.5, 16501.25, 21302.175, 27256.625, 30954.125, 34500.65, 38851.325, 35192.65, 30010.3, 23597.975, 13696.325, 11827.475, 14943.2, 17989.600000000002, 20890.175, 24441.55, 27252.2]"
2025-12-08,"[2079.004931907524, 2070.294890861056, 2028.4021786814176, 2049.623330481161, 2073.255594305745, 2425.618651144656, 3849.16540839512, 4817.562716074028, 3931.2827844075614, 2927.560947182217, 2638.219987141764, 2444.990703479671, 2269.13087999383, 1928.1453474008297, 2208.873233093559, 2652.748603898749, 3464.7363902308603, 8508.127055590092, 10000.0, 4805.958106602161, 3659.85577849264, 3368.1410070070806, 2878.1619798630927, 2467.809630163434]","[26735.7, 27290.9, 27080.6, 28048.8, 28014.2, 26929.5, 34323.99, 41076.2, 36066.2, 42081.66, 42618.6, 40023.9, 40194.6, 37800.14, 41153.99, 42962.5, 37776.1, 24450.4, 20158.9, 24928.2, 26236.6, 24784.93, 23797.1, 25949.3]","[9647.425, 9855.725, 9802.4, 10043.6, 9988.875, 10517.65, 15408.525, 19390.525, 17681.8, 16462.7, 15724.325, 14439.125, 12468.1, 11343.4, 13767.75, 15117.7, 16910.325, 18334.45, 22968.325, 13012.775, 12264.225, 11573.5, 11552.4, 10931.05]","[27301.525, 30199.8, 31440.55, 31490.075, 31659.425, 24341.575, 17757.3, 15269.35, 16637.7, 21109.9, 25614.725, 28395.525, 31795.7, 34350.25, 30093.425000000003, 26197.4, 18167.325, 8354.475, 6927.025, 10004.675, 14466.0, 16859.425, 20906.425, 24725.7]"
2025-12-09,"[2310.8938742808123, 2260.3544389231897, 2223.801217702239, 2222.457646176879, 2242.0180119971747, 2812.7655403201798, 4331.870997035099, 6800.357174384806, 4144.002589555826, 3008.089442042738, 2741.57076968157, 2547.3970405481778, 2379.999163218137, 2042.5616722911848, 2287.5720838842576, 2746.890927596031, 3927.808285946651, 9003.111698457602, 10000.0, 6050.691447194749, 4129.340489200919, 3549.8776076966437, 2997.4434393702213, 2502.6599057279686]","[28257.58, 29832.19, 31263.39, 31974.79, 31290.7, 28209.2, 34665.58, 40486.44, 37900.94, 42527.63, 42795.62, 39461.7, 39333.19, 38607.75, 38231.25, 38835.44, 38633.92, 26204.01, 21922.3, 27418.77, 28914.5, 24306.7, 23374.57, 23867.1]","[9913.6, 10128.725, 10080.25, 10169.95, 10253.725, 11430.225, 15768.675, 20627.725, 18214.375, 16900.100000000002, 15967.675, 16108.175, 14348.0, 12938.75, 14176.4, 16276.2, 18386.375, 19669.325, 24148.5, 13324.55, 12106.125, 10653.875, 10095.2, 9407.675]","[28046.575, 30681.275, 32471.425, 32258.35, 29308.375, 23742.25, 14715.775, 12997.55, 15299.1, 20242.85, 24890.675, 26996.725, 30577.425, 33322.575, 29037.675, 25075.075, 16974.5, 8555.925, 7212.175, 9686.25, 13307.0, 15962.15, 19987.625, 23899.225]"
2025-12-10,"[2313.367795214415, 2339.405303206316, 2317.562266038984, 2302.7462507858118, 2530.2826973616297, 2810.933674408161, 4053.005870960927, 5050.837991339645, 4114.226732553831, 2907.7824189183966, 2907.080110260523, 2716.3500106560687, 2396.6447041767037, 2016.176875224188, 2511.33488607788, 2902.1542706725468, 3512.0126251157158, 7217.099709419935, 10000.0, 4662.5581876066535, 3874.1637158424414, 3616.64948309502, 3120.715073972896, 2514.6319783481326]","[29230.28, 29526.1, 29964.18, 31671.09, 32937.0, 28728.3, 30294.7, 39097.7, 33739.5, 38031.130000000005, 42198.24, 38306.81, 37694.8, 34290.46, 36704.9, 39797.83, 37711.29, 27386.6, 22706.28, 25081.2, 27728.49, 24960.1, 23530.24, 24663.0]","[10231.75, 10655.25, 10399.5, 11061.9, 11854.325, 10977.75, 14445.95, 18189.65, 16985.15, 15371.3, 16026.6, 16255.075, 14362.0, 13026.425, 14803.8, 15563.7, 16426.025, 17042.75, 20912.35, 11702.675, 11637.875, 11282.15, 11084.7, 9868.95]","[29468.675, 31820.55, 30870.175000000003, 32549.025, 30648.325, 24880.05, 15575.05, 13524.125, 16145.05, 21325.325, 26522.675, 29346.125, 33186.375, 35989.649999999994, 30184.8, 25454.075, 18410.525, 9474.75, 7447.675, 10664.975, 15439.025, 17672.800000000003, 21752.5, 25014.425]"
2025-12-11,"[2489.190883695646, 2457.3050124864, 2330.465726218588, 2433.316195046562, 2626.282576356695, 2985.2676300855733, 4253.541355910115, 6023.118659297327, 4306.1919421809325, 3041.34299446104, 3012.8149350047065, 2875.0911782700077, 2232.888545544449, 2090.7550255276287, 2587.30211353073, 3039.699322283417, 3646.9590367136007, 7729.16527259358, 10000.0, 5503.251645588597, 4361.768484583808, 3780.693167904311, 3052.0702874147487, 2688.8038400048663]","[28071.09, 30513.2, 31210.300000000003, 32934.7, 33736.4, 30390.38, 35298.8, 44581.1, 38018.6, 38420.57, 34112.47, 34426.149999999994, 37414.0, 39104.69, 37737.8, 41850.09, 40674.3, 26968.17, 20800.04, 29351.2, 29332.47, 27121.4, 24984.8, 24657.0]","[11003.725, 11582.7, 11406.2, 12014.4, 13216.0, 12344.6, 15807.95, 20581.55, 18240.45, 16111.8, 15093.15, 15826.5, 14905.95, 14280.525, 14786.875, 16797.324999999997, 19340.25, 18939.6, 23350.225, 13590.55, 13283.3, 12156.275, 11732.5, 10806.55]","[29351.0, 31711.55, 32641.125, 32311.625, 30564.325, 24264.825, 15516.8, 13812.725, 15083.25, 20540.65, 24528.3, 28590.825, 33784.3, 37283.725000000006, 30037.35, 25523.65, 19793.025, 9059.85, 6931.625, 9952.325, 13996.15, 17183.7, 21633.075, 25093.775]"
2025-12-12,"[2312.32609187567, 2411.1953220086984, 2260.3378324061746, 2378.30182286819, 2637.4615908204432, 2873.6368591300507, 4255.827382592766, 6504.372497863346, 4490.9589334905095, 3197.3174233930386, 2867.9015868478773, 2900.106895928325, 2425.0170553445746, 2215.3467161255285, 2368.4666117784623, 2957.4719642957584, 3824.033270818222, 6949.662777669991, 10000.000000000002, 4736.91650065886, 3828.121920487482, 3296.8286436405438, 2867.0857142705195, 2480.3475375432]","[31965.59, 33360.9, 33518.18, 35788.49, 35892.8, 31703.0, 38261.91, 45749.1, 38937.3, 37121.3, 39770.92, 40926.89, 41104.3, 41246.4, 39700.09, 40891.5, 42048.5, 27678.09, 20996.9, 32100.9, 30875.39, 25666.5, 24444.870000000003, 25983.4]","[12107.2, 12584.375, 12576.825, 13184.45, 14310.5, 13198.825, 17411.1, 22103.675, 20238.425, 18294.05, 18077.475, 17417.25, 15835.725, 14803.775, 16910.45, 18950.1, 21391.550000000003, 20042.225, 24231.35, 14035.075, 13017.75, 11546.475, 11735.925, 10932.675]","[29793.975, 31182.975, 32234.925, 32036.825, 30591.3, 25118.125, 16114.85, 13943.425, 15060.7, 18827.35, 25370.7, 29482.6, 33844.375, 37083.575, 31404.975, 25959.875, 19728.85, 9516.65, 7180.925, 11873.125, 16309.05, 19319.45, 23483.275, 27156.0]"
2025-12-13,"[2313.378037442289, 2339.6259543948763, 2247.9323409929552, 2294.091608037276, 2531.442756989956, 2765.546875276494, 3948.593062621843, 5561.723724870345, 4329.514561497456, 3143.497907868369, 2429.2014734991294, 2497.090859330343, 2236.3314874771327, 2174.199210841877, 2368.0177202146565, 2719.0679740046603, 3532.423768633361, 6772.020773233319, 10000.0, 4968.019773009318, 3593.710217653078, 3133.6603116980004, 2811.2512376279296, 2313.536329748808]","[31573.39, 33386.6, 35157.09, 36765.69, 36920.12, 29928.28, 35650.5, 45235.4, 37348.7, 32764.86, 35779.39, 36388.8, 38317.9, 37860.6, 38914.19, 41482.82, 41810.09, 26156.4, 20750.56, 29935.59, 28733.8, 26593.69, 25542.41, 24224.5]","[11853.325, 12456.6, 12511.025, 13116.025, 13811.25, 12630.275, 15916.25, 21176.3, 18420.15, 15306.3, 14933.6, 14389.3, 13485.95, 13110.85, 15224.425, 16536.775, 19828.825, 18193.5, 20499.2, 14671.175, 12993.85, 11942.525, 11855.675, 10369.8]","[29306.65, 31056.0, 32396.9, 32777.025, 31192.575, 25318.3, 17151.2, 14559.05, 15520.55, 20002.75, 27258.05, 31150.8, 34846.55, 36540.5, 31020.95, 26594.525, 20217.45, 9275.725, 7269.65, 11159.85, 15968.8, 19230.05, 23364.3, 27190.125]"
2025-12-14,"[2565.112907466752, 2395.4717663966244, 2272.675104187891, 2336.7368003499982, 2434.097442145419, 2788.9386094147867, 3547.164482621521, 4132.491293220575, 3430.444331781816, 2322.004335460723, 2037.9176762492943, 2114.079181787963, 2053.9255620515382, 1833.559036238456, 1779.094570848752, 2116.1651395554018, 2889.3088433766734, 4273.98330405226, 5198.435617295456, 3395.9363162448576, 3085.959718362559, 2853.770648761757, 2354.084016696871, 2250.17175927788]","[29679.17, 31082.77, 31655.79, 32457.3, 32400.2, 30125.59, 31188.0, 37389.6, 32546.63, 38294.2, 34715.6, 33302.369999999995, 33318.03, 30762.9, 31453.13, 33753.62, 34110.5, 28243.5, 27042.48, 25311.21, 23785.9, 22891.3, 23285.8, 21880.0]","[12259.45, 11411.15, 11175.825, 11634.725, 11903.75, 12011.625, 12892.675, 16097.425, 13882.275, 13469.625, 14063.775, 13705.825, 12880.475, 11679.2, 12316.225, 13240.2, 13878.325, 13307.525, 13052.05, 10127.4, 8995.075, 8609.975, 8547.775000000001, 7633.225]","[29836.8, 32429.425000000003, 34492.45, 33189.175, 31238.325, 25266.925, 18533.15, 16998.4, 17473.975, 21625.1, 25987.275, 28931.325, 33028.05, 37677.575, 33559.925, 28845.275, 22934.25, 12972.3, 10014.65, 14935.125, 18949.825, 22230.875, 26530.625, 29926.5]"
